mol_id,smiles,homo,lumo,gap,h298,gap_eV
gdb_103760,COC1(C)CC1(O)CO,-0.2348,0.0699,0.3048,-461.318335,8.294030527777142
gdb_103802,CC1(CO)CN1C(N)=O,-0.251,0.0369,0.2879,-456.346879,7.834158100219945
gdb_103824,CC(C)C1NC1(C)CO,-0.2417,0.0618,0.3035,-405.519196,8.258655725657357
gdb_103932,CCC1(O)CC2(O)CC12,-0.2416,0.0703,0.3119,-424.183944,8.487231370123657
gdb_103964,CCC1(C)CC2C1N2C,-0.2244,0.0775,0.3018,-368.357211,8.212396369039178
gdb_104052,CCC1(C)CC2CCC12,-0.2576,0.0802,0.3378,-352.328639,9.192006273894746
gdb_104142,OCC1(O)CNC(=O)C1,-0.2396,0.0353,0.2749,-476.253604,7.4804100790221
gdb_104167,CCC1(C)CC(C)CO1,-0.2382,0.0794,0.3176,-389.507049,8.642336271725789
gdb_104212,CCC1(C)CCC11CO1,-0.2522,0.0809,0.3331,-388.258806,9.064112758538602
gdb_104215,CCC1(C)OCC11CN1,-0.2415,0.0677,0.3092,-404.300405,8.413760627259489
gdb_104316,COC1(C)CCC2OC12,-0.2483,0.0824,0.3308,-424.202359,9.00152657017283
gdb_104319,COC1(C)OCC2CC12,-0.2521,0.0862,0.3383,-424.208944,9.20561196701774
gdb_104340,CCC1(C)CCC=CC1,-0.235,0.0335,0.2685,-352.374573,7.3062572070477785
gdb_104384,OCC1(O)CCOC1=N,-0.2593,0.0111,0.2704,-476.23453,7.357958840915154
gdb_104408,CCC1(O)CCCC1O,-0.2592,0.0688,0.328,-425.433383,8.925334688684064
gdb_104434,OCC1(O)CCCC=C1,-0.2358,0.0266,0.2623,-424.230132,7.137546612322652
gdb_104519,COC1(CC#N)CC1O,-0.2466,0.0266,0.2731,-439.052078,7.431429583779323
gdb_104548,CCC1(CC(=O)C1)C#N,-0.263,-0.0403,0.2227,-401.968381,6.059975716981528
gdb_104585,CCC1(CC(N)=O)CO1,-0.2409,0.0283,0.2692,-440.298489,7.32530517741997
gdb_104639,COC1(CC(O)C1)C#N,-0.2738,0.0148,0.2887,-439.060754,7.855927209216736
gdb_104657,CC1N(C)C1(CO)CO,-0.2272,0.0685,0.2957,-441.434341,8.046406912938652
gdb_104739,COC1(CO)CC1(C)O,-0.2369,0.0691,0.306,-461.316683,8.326684191272328
gdb_104768,CCC1(CO)CC1C=O,-0.2447,-0.0175,0.2272,-424.211643,6.182426955088474
gdb_104895,C1COCC1(CO)CO,-0.2474,0.0559,0.3033,-461.346104,8.253213448408161
gdb_104913,CCC1(NC1(C)C)C#N,-0.2599,0.0193,0.2792,-383.267089,7.597419039879849
gdb_104945,OCC1(CN1)C#CC#N,-0.2748,-0.0486,0.2262,-416.745536,6.155215568842486
gdb_104975,OCC1(CN1)C(=O)C=O,-0.2565,-0.1108,0.1457,-474.988483,3.9646989760404514
gdb_105099,OCC1(CO1)C1CC1O,-0.2388,0.0691,0.3079,-460.105102,8.378385825139706
gdb_105138,NCC1(CC1C#N)C#N,-0.2631,-0.0113,0.2518,-396.923749,6.851827056739779
gdb_105149,OCC1(NC1C#N)C#C,-0.2697,-0.0129,0.2568,-416.736441,6.987883987969718
gdb_105233,CCC1(OC1C)C(C)C,-0.2521,0.0791,0.3312,-389.478754,9.012411124671225
gdb_105249,CCC1(CC1C)C1CC1,-0.2507,0.094,0.3447,-352.325596,9.379764838992063
gdb_105278,CCC1(CN1C=O)C#C,-0.2556,-0.0051,0.2505,-401.901911,6.8164522546199935
gdb_105301,COC1(CC1C=O)C=O,-0.2562,-0.0488,0.2074,-458.942597,5.643641507417911
gdb_105345,OCC1(OC2CC12)C#N,-0.2745,0.0008,0.2753,-437.82947,7.4912946335204955
gdb_105368,CCC1(CC1)CN2CC2,-0.2308,0.0831,0.3139,-368.360616,8.541654142615632
gdb_105379,OCC1(CC2CO2)CO1,-0.2669,0.0772,0.3442,-460.099935,9.36615914586907
gdb_105417,OCC1(CC=O)CCO1,-0.2467,-0.0219,0.2248,-460.135147,6.117119628098102
gdb_105494,CNC1(COC1)C(=O)N,-0.2225,0.0128,0.2353,-456.322877,6.402839183680976
gdb_105559,CCC1(NCC1=O)C#N,-0.2663,-0.0527,0.2136,-418.004657,5.812352102143037
gdb_105646,COC1(CCC1C)C#C,-0.2507,0.0404,0.2911,-387.02819,7.921234536207107
gdb_105647,COC1(CCC1C)C#N,-0.2748,0.0225,0.2973,-403.136082,8.089945130932232
gdb_105653,COC1(COC1C)C#N,-0.2691,0.0086,0.2777,-439.05529,7.556601960510867
gdb_105670,CCC1(CCC1O)C=O,-0.2449,-0.025,0.2199,-424.215811,5.983783835492761
gdb_105696,COC1(CC1)COC=O,-0.2676,0.0136,0.2811,-460.143532,7.649120673747227
gdb_105712,CCC1(CNC=N1)C#N,-0.2434,0.003,0.2464,-398.147556,6.7048855710114434
gdb_105819,COC12C(O)C1C1CC21,-0.207,0.0729,0.28,-422.916878,7.61918814887664
gdb_105932,OCC12C3C1N1C3CC21,-0.2155,0.063,0.2785,-401.838284,7.578371069507658
gdb_105938,CCC12C3C1C1CC3C21,-0.229,0.093,0.3219,-349.881151,8.759345232583538
gdb_106080,OCC12C3CC1=CCC23,-0.2132,-0.0367,0.1765,-385.77384,4.802809672416881
gdb_106083,OCC12C3CN=C1NC23,-0.2246,-0.0566,0.168,-417.847329,4.571512889325984
gdb_106087,CCC12C3CN1C(=O)C23,-0.2419,0.0029,0.2448,-401.899135,6.661347353017862
gdb_106169,CCC12C3CC1COC23,-0.2214,0.0824,0.3039,-387.058002,8.269540280155754
gdb_106178,COC12C3CCC1OC23,-0.2198,0.0815,0.3014,-422.969095,8.201511814540783
gdb_106193,CCC12C3CC4C(C14)C23,-0.2125,0.0883,0.3008,-349.912134,8.18518498279319
gdb_106203,OCC12C3CC4C(C13)N24,-0.2293,0.0648,0.2941,-401.879532,8.00286869494507
gdb_106239,CC1C2C(=N)OC12CO,-0.2579,0.0178,0.2756,-439.043738,7.499458049394293
gdb_106274,CC1C2(C)CC1(CO)O2,-0.2377,0.0785,0.3162,-424.159395,8.604240330981405
gdb_106277,CCC12CC(C)(C1)C2O,-0.2433,0.0728,0.3161,-388.245603,8.601519192356806
gdb_106282,COC12CC(C)(C1)C2C,-0.2438,0.0913,0.3351,-388.235765,9.11853553103058
gdb_106312,CC1C2C(O)CC12CO,-0.2471,0.0676,0.3147,-424.179491,8.563423251612424
gdb_106363,CC1=CC2(CO)CC1O2,-0.2288,0.007,0.2359,-422.972179,6.419166015428569
gdb_106409,COC12CC(C1)C2(C)O,-0.2455,0.0766,0.3221,-424.15727,8.764787509832734
gdb_106454,OCC12CC(C1)C2C=O,-0.2378,-0.0149,0.2228,-422.966126,6.062696855606126
gdb_106463,CCC12CC(C1)C=CC2,-0.2294,0.0246,0.2539,-351.152983,6.908970967856353
gdb_106518,CCC12CC(COC1)O2,-0.2308,0.0848,0.3156,-424.206102,8.587913499233812
gdb_106528,OCC12CC(CCC1)O2,-0.2397,0.0771,0.3168,-424.21364,8.620567162729
gdb_106595,CCC12CC(CC)(C1)C2,-0.2788,0.0903,0.3691,-352.316904,10.04372266339417
gdb_106671,CC1OC2(CO)CC12C,-0.2329,0.0662,0.2992,-424.180908,8.14164676479961
gdb_106798,CC12CC1(CO)COC2,-0.2469,0.0695,0.3164,-424.206733,8.609682608230603
gdb_106849,CCC12CCC1(N2)C#C,-0.237,0.0332,0.2702,-365.938911,7.352516563665957
gdb_106860,COC12CC1(OC2)C#N,-0.2417,-0.0072,0.2345,-437.822455,6.381070074684185
gdb_106941,OCC12CC1C(=O)CO2,-0.2448,-0.027,0.2178,-458.951368,5.926639924376186
gdb_106957,CC1(C)CC2(CO)CN12,-0.2327,0.0664,0.2991,-404.29776,8.13892562617501
gdb_106964,CCC12CC(C)(C)C1O2,-0.2425,0.0864,0.3288,-388.26295,8.947103797680853
gdb_107075,CCC12CC(C#N)C1N2,-0.2697,0.023,0.2926,-382.043501,7.962051615576089
gdb_107120,CC12OC1C1(CO)NC21,-0.2242,0.0533,0.2774,-438.970364,7.5484385446370705
gdb_107161,OCC12CC3(CN3)C1N2,-0.2419,0.0707,0.3126,-419.117861,8.506279340495848
gdb_107285,CCC12OC1C1COC21,-0.2391,0.054,0.2931,-422.948972,7.975657308699083
gdb_107346,OCC12CC1N=COC2,-0.2364,0.0139,0.2502,-439.065406,6.808288838746197
gdb_107360,CCC12CC1OC(=O)C2,-0.2678,0.0106,0.2784,-423.056374,7.575649930883058
gdb_107434,COC12CC1CC1NC21,-0.2302,0.0716,0.3018,-403.093291,8.212396369039178
gdb_107459,CC1(C)OC2CC12CO,-0.2331,0.0669,0.3,-424.177999,8.1634158737964
gdb_107461,CC1(O)CC2NC12CO,-0.2272,0.0604,0.2876,-440.224325,7.825994684346149
gdb_107493,OCC12CC1CC21CO1,-0.2532,0.0804,0.3336,-422.960381,9.077718451661596
gdb_107516,CCC12NC1CC2C#N,-0.2431,0.0311,0.2742,-382.038465,7.461362108649909
gdb_107530,OCC12CC1OC2C#C,-0.2427,0.0169,0.2596,-421.723623,7.064075869458485
gdb_107538,CCC12CC1CC2C=O,-0.236,-0.0224,0.2135,-387.066422,5.809630963518438
gdb_107556,CC1=CCN2CC12CO,-0.2181,0.0195,0.2376,-403.120181,6.465425372046749
gdb_107598,COC12CC1OCC2=O,-0.2326,-0.0284,0.2042,-458.936146,5.556565071430749
gdb_107676,OCC12CC1CCCO2,-0.2326,0.0769,0.3095,-424.203668,8.421924043133286
gdb_107750,CCC12CC3C(O1)C23O,-0.2297,0.0648,0.2945,-422.949419,8.013753249443464
gdb_107829,COC12CN3C(CC1)C23,-0.2181,0.079,0.2972,-403.090938,8.087223992307633
gdb_107866,COC12CN3C1C(=O)C23,-0.2545,-0.0179,0.2366,-437.777181,6.43821398580076
gdb_107875,CCC12CC3C1C(C)C23,-0.275,0.0901,0.3651,-351.080739,9.934877118410219
gdb_107933,CC12CC3(CO)CN1C23,-0.228,0.0614,0.2895,-403.071256,7.877696318213525
gdb_108022,CCC12CC3C4C3N1C24,-0.2193,0.0763,0.2956,-365.954909,8.043685774314051
gdb_108088,CCC12OC3CC1C23C,-0.2209,0.0891,0.31,-387.02954,8.43552973625628
gdb_108113,OCC12OC3CC1C2C3,-0.2379,0.0848,0.3227,-423.016197,8.781114341580327
gdb_108159,COC12CN=C3OC1C23,-0.2232,-0.0537,0.1696,-437.717487,4.615051107319565
gdb_108163,OCC12CN=C3OC1C23,-0.2232,-0.0603,0.1629,-437.72378,4.432734819471444
gdb_108242,OCC12CCC1(O)C2O,-0.2424,0.0484,0.2908,-460.105445,7.91307112033331
gdb_108303,OCC12COC1C(=O)O2,-0.2664,-0.0207,0.2457,-494.873361,6.6858376006392515
gdb_108305,CC1CC2(CO)COC12,-0.239,0.06,0.299,-424.178445,8.136204487550412
gdb_108334,CCC12COC1C1CN21,-0.2305,0.0493,0.2798,-403.062851,7.613745871627442
gdb_108356,OCC12COC1C1NC21,-0.2254,0.063,0.2884,-438.979972,7.8477637933429385
gdb_108458,OCC12NCC1OC2=O,-0.2414,-0.0014,0.24,-474.993626,6.530732699037119
gdb_108471,CCC12CCC1CC2C,-0.2532,0.0756,0.3289,-352.33301,8.949824936305454
gdb_108475,CCC12COC1CC2O,-0.2447,0.0652,0.3099,-424.18228,8.43280859763168
gdb_108482,COC12CCC1CC2O,-0.2299,0.0634,0.2934,-424.177452,7.983820724572879
gdb_108487,OCC12CCN1CC2O,-0.2125,0.0507,0.2632,-440.217819,7.162036859944041
gdb_108493,CCC12OCC1CC=C2,-0.2362,0.0149,0.251,-387.083433,6.830057947742988
gdb_108702,CCC1=C2CCC2OC1,-0.2192,0.0137,0.2329,-387.060111,6.337531856690605
gdb_108754,CC1NC(=O)C=C1CO,-0.2359,-0.0192,0.2167,-439.121501,5.896707399505599
gdb_108814,OCC1=CC(O)C(=O)N1,-0.2295,-0.0221,0.2074,-475.041714,5.643641507417911
gdb_108819,CC1OC(CO)=NC1C,-0.2522,0.021,0.2732,-440.301313,7.434150722403921
gdb_108827,CC1C=C(CO)C2CC12,-0.2159,0.0303,0.2462,-387.075989,6.699443293762245
gdb_108855,CC1CC(O)C(CO)=C1,-0.242,0.0162,0.2582,-424.22534,7.025979928714101
gdb_108874,CCC1=NC(C)CCO1,-0.2372,0.0306,0.2677,-404.374716,7.284488098050987
gdb_108968,OCC1=CC2C3CC1C23,-0.208,0.0271,0.2351,-385.844884,6.397396906431779
gdb_108989,CCC1=CC2CC1(O)C2,-0.2169,0.0185,0.2354,-387.055801,6.405560322305575
gdb_109020,CCC1=CC2OC2(C)C1,-0.2318,0.0085,0.2403,-387.087257,6.538896114910917
gdb_109089,OCC1=NC2CCC2N1,-0.2243,0.0233,0.2476,-419.19943,6.737539234506628
gdb_109167,CCC1=CCC(O)C1C,-0.2337,0.0239,0.2576,-388.302917,7.009653096966509
gdb_109181,OCC1=NCC(O)CN1,-0.2284,0.0304,0.2588,-456.343546,7.042306760461694
gdb_109220,CCC1=CCC2(C1)CC2,-0.2241,0.0345,0.2586,-351.155937,7.036864483212496
gdb_109266,OCC1=CCC2OCC12,-0.2323,0.0262,0.2584,-423.002641,7.0314222059633
gdb_109323,CCC1=CCOC1C#N,-0.2583,-0.0054,0.2529,-401.957415,6.881759581610365
gdb_109461,OCC1C(=O)CC11CN1,-0.2513,-0.0368,0.2145,-439.04494,5.836842349764425
gdb_109470,CCN1C(=CCC1=O)C,-0.2024,0.0066,0.209,-403.201024,5.687179725411491
gdb_109491,CNC1C(=O)COC1=N,-0.2332,-0.0469,0.1863,-455.149335,5.069481257627564
gdb_109515,COC1C(C#C)C1(C)O,-0.2248,0.0477,0.2725,-422.953469,7.41510275203173
gdb_109543,CC1C(CO)C(O)C1=O,-0.2563,-0.0335,0.2228,-460.152547,6.062696855606126
gdb_109573,COC1C(C)N(C)C1=O,-0.2284,0.0278,0.2562,-440.288164,6.971557156222125
gdb_109596,CC1(C#C)C(O)C1CO,-0.2329,0.0379,0.2708,-422.958574,7.36884339541355
gdb_109615,CCC1C(O)C1(O)C#N,-0.2568,0.0103,0.2671,-439.064559,7.2681612663033945
gdb_109627,CNC1C(O)C1(C)C#N,-0.2277,0.0334,0.261,-419.181135,7.102171810202868
gdb_109642,COC1C(O)C1(O)C#N,-0.2661,-0.002,0.2641,-474.974391,7.18652710756543
gdb_109704,CCC1C(O)C11CCO1,-0.2152,0.0593,0.2745,-424.175491,7.469525524523706
gdb_109827,OCC1C(O)C1CC#N,-0.2669,0.0279,0.2948,-439.061129,8.021916665317262
gdb_109839,CCC1C(O)C1NC=O,-0.2319,0.0329,0.2648,-440.280173,7.205575077937621
gdb_109902,OCC1C(O)C2CCN12,-0.2141,0.0504,0.2644,-440.209664,7.1946905234392275
gdb_109906,CCC1C(C)C=CC1=O,-0.2324,-0.0428,0.1897,-387.125706,5.161999970863923
gdb_109949,CN1CC2(CO2)C1CO,-0.225,0.0683,0.2933,-440.216139,7.9810995859482805
gdb_110031,CCN1C(C)COC1=O,-0.2412,0.0576,0.2988,-440.336051,8.130762210301214
gdb_110145,CCN1C(CO)C1CO,-0.2263,0.052,0.2782,-441.42299,7.570207653633862
gdb_110235,CCC1C2C(=O)OC12C,-0.2682,0.0048,0.273,-423.029939,7.428708445154724
gdb_110255,CC1C2C(C)C1C2CO,-0.2595,0.0774,0.3369,-388.212286,9.167516026273356
gdb_110345,OCC1C2C(O)C(=N)N12,-0.2547,-0.0116,0.2432,-455.071668,6.617809135024281
gdb_110391,CCN1C2C3C(C)C2C13,-0.2083,0.0853,0.2936,-367.108403,7.989263001822077
gdb_110413,CCC1C2C3C1CC23O,-0.2389,0.0802,0.3191,-387.029561,8.68315335109477
gdb_110554,OCC1C2CC3C(C2)N13,-0.2479,0.0891,0.3369,-403.134119,9.167516026273356
gdb_110599,CC12CC1C1C(CO)N21,-0.2162,0.0642,0.2804,-403.035819,7.630072703375035
gdb_110660,OCC1C2C3CC=C1C23,-0.2159,-0.0367,0.1793,-385.770968,4.879001553905648
gdb_110701,COC1C2C=CC(C)C12,-0.2174,0.0219,0.2393,-387.064645,6.511684728664928
gdb_110705,CCN1C2C=CC1C2=O,-0.2372,0.0004,0.2376,-401.904759,6.465425372046749
gdb_110712,CCN1C2C=CC1C2O,-0.1947,0.0142,0.2089,-403.06939,5.684458586786893
gdb_110772,CCC1C2CC(=O)CN12,-0.2246,-0.0227,0.2019,-403.143428,5.493978883064977
gdb_110818,OCC1C2CC(C#N)C12,-0.2684,0.0259,0.2943,-401.912895,8.008310972194268
gdb_110865,COC1C2CC(C)C12C,-0.231,0.0787,0.3097,-388.247681,8.427366320382482
gdb_111124,COC1C2NC1C1OC21,-0.2329,0.0728,0.3057,-438.984294,8.318520775398532
gdb_111139,CCC1C2CC1C2(C)C,-0.2797,0.0921,0.3718,-352.295967,10.11719340625834
gdb_111146,COC1C2NC1C2(C)O,-0.2314,0.0622,0.2936,-440.178252,7.989263001822077
gdb_111175,CCC1C2CN1C2C#C,-0.2293,0.0263,0.2555,-365.887115,6.952509185849934
gdb_111221,OCC1C2CC1C2CO,-0.256,0.0707,0.3267,-424.141469,8.889959886564279
gdb_111257,CC12OC1C(CO)C2=O,-0.2477,-0.0365,0.2112,-458.926155,5.747044775152665
gdb_111368,CNC1C2CN2C1C#N,-0.2371,0.0072,0.2443,-398.067589,6.6477416598948675
gdb_111405,OCC1C2OC2C1C=O,-0.2483,-0.0418,0.2066,-458.911737,5.621872398421121
gdb_111467,CCC1C2NC2CC1=O,-0.2354,-0.0131,0.2223,-403.152021,6.0490911624831325
gdb_111539,CC12C3CC(C13)C2CO,-0.2389,0.0643,0.3032,-387.027346,8.250492309783562
gdb_111557,OCC1C2CC3C2C13O,-0.2233,0.0602,0.2835,-422.950734,7.714428000737597
gdb_111602,OCC1C2CC3CN2C13,-0.2303,0.062,0.2923,-403.07483,7.953888199702292
gdb_111701,CCC1C2CNC12C#N,-0.2349,0.0058,0.2407,-382.031189,6.549780669409311
gdb_111769,COC1C2NCC12OC,-0.2124,0.0723,0.2847,-440.189691,7.747081664232783
gdb_111783,CC1C2CCC1C2CO,-0.2596,0.0783,0.338,-388.267164,9.197448551143944
gdb_111968,COC1C=CN(C)C1=O,-0.2154,-0.0165,0.1989,-439.097041,5.412344724327013
gdb_112016,COC1C=CC2OC12C,-0.2453,-0.0069,0.2384,-422.989743,6.487194481043539
gdb_112020,COC1C=CC2CC1C2,-0.2373,0.012,0.2492,-387.064082,6.7810774525002095
gdb_112110,OCC1C=CCOC1=N,-0.2458,0.001,0.2468,-439.089534,6.715770125509838
gdb_112201,CCN1CC(=O)C12CC2,-0.2181,-0.021,0.1971,-403.117946,5.363364229084235
gdb_112226,CCN1CC(=O)C1C#N,-0.2574,-0.0499,0.2074,-417.996956,5.643641507417911
gdb_112258,CCC1CC(=O)C1OC,-0.2256,-0.0241,0.2014,-424.214713,5.480373189941983
gdb_112274,CNC1C(CO)OC1=N,-0.2353,0.0164,0.2517,-456.309336,6.849105918115178
gdb_112302,CCC1OC(=O)C2OC12,-0.2644,-0.014,0.2504,-458.977216,6.813731115995395
gdb_112329,OCC1OC(=N)C2OC12,-0.2642,-0.0044,0.2598,-474.998896,7.069518146707681
gdb_112447,COC1OC(=N)OC1C,-0.2532,0.0549,0.3081,-476.236103,8.383828102388902
gdb_112479,CCC1OC(=NC)C1C,-0.243,0.0349,0.278,-404.348487,7.564765376384664
gdb_112482,CN=C1NC(CO)C1O,-0.2326,0.0148,0.2474,-456.30649,6.732096957257431
gdb_112685,COC1CC(O)C(=O)C1,-0.2521,-0.0307,0.2213,-460.170088,6.021879776237144
gdb_112695,CC1CC(CO)C=C1C,-0.2295,0.0242,0.2537,-388.300878,6.903528690607155
gdb_112732,COC1CC(C)C1(C)C,-0.242,0.0813,0.3233,-389.473731,8.79744117332792
gdb_112791,CCC1CC(C)N1C=O,-0.2391,0.0226,0.2617,-404.365228,7.121219780575059
gdb_112845,COC1CC(C)C2NC12,-0.2305,0.0761,0.3067,-404.318087,8.345732161644518
gdb_112884,CCN1CC(C)NC1=O,-0.228,0.0655,0.2935,-420.460348,7.986541863197477
gdb_112887,CN1CC(CO)C(=O)C1,-0.2186,-0.0328,0.1858,-440.281226,5.05587556450457
gdb_112982,OCC1CC(O1)C1CC1,-0.2452,0.0728,0.318,-424.182556,8.653220826224183
gdb_112987,CCC1CN(C=O)C1=O,-0.2541,-0.0373,0.2168,-439.123347,5.899428538130198
gdb_113014,CCC1CC(C=O)C=C1,-0.2414,-0.0251,0.2162,-387.10788,5.883101706382606
gdb_113021,OCC1CC(C=O)C=C1,-0.2419,-0.0257,0.2162,-423.029608,5.883101706382606
gdb_113056,CCC1CC(OC)C1=O,-0.2232,-0.0243,0.1989,-424.21629,5.412344724327013
gdb_113070,CC1C(CO)OC1CO,-0.2512,0.0511,0.3023,-461.324832,8.226002062162172
gdb_113153,CC(=O)C1(C)CC1CO,-0.2417,-0.0139,0.2278,-424.221837,6.1987537868360665
gdb_113211,CC1(OC1CO)C1CC1,-0.2557,0.0798,0.3355,-424.178824,9.129420085528974
gdb_113235,CC1(CC#C)CC1CO,-0.2582,0.0504,0.3085,-387.027949,8.394712656887297
gdb_113293,CCC1CC1(C=O)C=O,-0.2533,-0.0448,0.2085,-423.033856,5.6735740322884975
gdb_113305,CCC1(NC1CO)C#C,-0.2416,0.0312,0.2728,-403.076224,7.423266167905526
gdb_113309,CCC1CC1(CC)C#C,-0.2357,0.0572,0.2928,-351.110348,7.967493892825286
gdb_113390,CCN1CC1(CO)CO,-0.2268,0.0543,0.281,-441.432407,7.646399535122629
gdb_113398,CCC1CC11C2CC1O2,-0.2298,0.0848,0.3146,-386.990194,8.560702112987824
gdb_113427,OCC1CC11CC(=O)N1,-0.2382,0.038,0.2762,-439.071385,7.515784881141886
gdb_113542,CCC1CC11CCC1C,-0.2558,0.0888,0.3445,-352.333236,9.374322561742865
gdb_113570,COC1CC11OCC=C1,-0.2102,0.0149,0.2251,-422.98188,6.125283043971899
gdb_113657,CCC(=O)C1OC1CO,-0.2526,-0.029,0.2237,-460.141783,6.0871871032275155
gdb_113693,OCC1NC1C(=O)CO,-0.2622,-0.0388,0.2234,-476.184888,6.079023687353718
gdb_113734,CCN1CC1C(C)C#C,-0.2182,0.0498,0.268,-367.137632,7.292651513924784
gdb_113785,CCC1CN1C1(C)CC1,-0.2095,0.083,0.2925,-368.353884,7.959330476951489
gdb_113797,COC1CC1C1(C)CC1,-0.2411,0.0848,0.3259,-388.240695,8.86819077756749
gdb_113811,CC1OC1C1NC1CO,-0.2486,0.0616,0.3102,-440.218555,8.440972013505476
gdb_113819,CCC1CN1C1CC1O,-0.2226,0.0813,0.3039,-404.287606,8.269540280155754
gdb_113875,CCC1CC1CC#CC,-0.2383,0.0645,0.3028,-351.114821,8.239607755285167
gdb_113882,CC(=O)CC1OC1CO,-0.253,-0.019,0.234,-460.143555,6.367464381561192
gdb_113948,CCN1CC1CC1CO1,-0.2201,0.0933,0.3134,-404.282838,8.528048449492639
gdb_113952,COC1CC1CN1CC1,-0.2272,0.0886,0.3158,-404.27255,8.59335577648301
gdb_113957,OCC1CC1OC1CC1,-0.2451,0.0738,0.3189,-424.166292,8.677711073845574
gdb_114064,CCC1CC2(O)CC12O,-0.2196,0.0664,0.2859,-424.180977,7.779735327727969
gdb_114165,OCC1NC2(CC12)C#N,-0.2479,-0.0016,0.2463,-417.955909,6.702164432386844
gdb_114212,COC1CC2(CO2)C1C,-0.2514,0.0671,0.3185,-424.1747,8.666826519347177
gdb_114244,COC1CC2(CC2O)C1,-0.2417,0.0734,0.3151,-424.171711,8.574307806110818
gdb_114254,COC1CC2(CCO2)C1,-0.2376,0.0719,0.3095,-424.178765,8.421924043133286
gdb_114270,COC1CC23CN(C2)C13,-0.2065,0.0477,0.2542,-402.964256,6.917134383730149
gdb_114419,OCC1NC2C1NC2=O,-0.2359,0.0143,0.2502,-455.111534,6.808288838746197
gdb_114420,OCC1NC2C1OC2=N,-0.2485,0.0087,0.2572,-455.088255,6.998768542468113
gdb_114439,OCC1CC2C3C1CN23,-0.2228,0.0731,0.2959,-403.09487,8.051849190187848
gdb_114496,CCN1CC2NC(=O)C12,-0.2118,0.0179,0.2298,-419.18733,6.253176559328042
gdb_114553,COC1CC2CC1(C)C2,-0.245,0.0894,0.3344,-388.271945,9.099487560658385
gdb_114560,OCC1CN2CC1(O)C2,-0.2246,0.0639,0.2885,-440.228353,7.850484931967537
gdb_114575,CNC1CC2OC12C#N,-0.2348,-0.0031,0.2318,-417.955866,6.307599331820018
gdb_114577,COC1CC2CC12C#C,-0.2319,0.0392,0.2711,-385.809481,7.377006811287346
gdb_114599,CCC1CN2CC12C=O,-0.2455,-0.032,0.2135,-403.10864,5.809630963518438
gdb_114610,OCC1OC2CC12C=O,-0.2572,-0.0374,0.2198,-458.911805,5.981062696868162
gdb_114624,CCC1CC2OC12CC,-0.2426,0.0899,0.3325,-388.259081,9.04778592679101
gdb_114626,CCC1CN2CC12CO,-0.2362,0.072,0.3081,-404.294412,8.383828102388902
gdb_114643,CCC1CC2NC1C2=O,-0.2407,-0.0101,0.2305,-403.12966,6.272224529700234
gdb_114647,COC1CC2CC1C2=O,-0.2329,-0.001,0.2319,-423.010008,6.3103204704446165
gdb_114672,OCC1OC2CC1C2O,-0.2397,0.0611,0.3008,-460.114928,8.18518498279319
gdb_114696,CCC1CC2OC2(C)C1,-0.2503,0.0885,0.3388,-388.294837,9.219217660140734
gdb_114776,CCC1OC2CN3C2C13,-0.2297,0.0796,0.3093,-403.093625,8.416481765884088
gdb_114798,OCC1CC2CC=CC12,-0.2395,0.018,0.2575,-387.077561,7.00693195834191
gdb_114888,CCC1CC2CCOC12,-0.238,0.0768,0.3148,-388.28572,8.566144390237023
gdb_114946,OCC1CC=C(C1)C=O,-0.2472,-0.0524,0.1948,-423.041242,5.300778040718463
gdb_114990,CC1OC(CO)CC=C1,-0.2488,0.0166,0.2655,-424.227265,7.224623048309814
gdb_115019,OCC1CC=CC11CO1,-0.2412,0.0112,0.2523,-422.999298,6.865432749862773
gdb_115076,COC1CC=CC=CC1,-0.2135,-0.0204,0.1931,-387.08406,5.254518684100282
gdb_115091,OCC1CC=CCC1=O,-0.2454,-0.0269,0.2185,-423.050503,5.945687894748378
gdb_115359,CC1COC(CO)C=C1,-0.2471,0.0138,0.261,-424.222389,7.102171810202868
gdb_115379,CCC1CCC(C)CC1,-0.2826,0.0784,0.361,-353.583364,9.823310434801668
gdb_115458,OCC1CCC(C1)C=O,-0.2462,-0.0167,0.2295,-424.235445,6.245013143454246
gdb_115548,COC1CCC1(C)C#N,-0.2647,0.0331,0.2978,-403.138745,8.103550824055226
gdb_115709,CC(O)C1OCC1CO,-0.2404,0.0653,0.3056,-461.321819,8.315799636773932
gdb_115738,OCC1CCC1N1CC1,-0.2316,0.0771,0.3088,-404.285367,8.402876072761094
gdb_115747,CCC1CCN1CC#N,-0.2367,0.0239,0.2606,-383.25423,7.091287255704472
gdb_115789,CC12CC1C(CO)CO2,-0.2238,0.0738,0.2977,-424.204589,8.100829685430627
gdb_115874,CCC1CCC2OC12C,-0.2498,0.0856,0.3354,-388.29581,9.126698946904375
gdb_115913,CCC1CC2NC2CO1,-0.2395,0.071,0.3106,-404.326058,8.451856568003873
gdb_115961,OCC1CCC2CCC12,-0.2604,0.0766,0.337,-388.281821,9.170237164897957
gdb_116064,CCC1CC(=O)OCO1,-0.2654,0.0072,0.2725,-460.199313,7.41510275203173
gdb_116067,CCC1CCCC(=O)N1,-0.233,0.0338,0.2669,-404.402314,7.262718989054197
gdb_116284,OCC1CCCN1C=O,-0.2317,0.0356,0.2673,-440.309356,7.273603543552592
